OTUs,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
1534,Bacteria,NA,Bacteroidetes,NA,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,Salinibacter ruber
1535,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc kimchii
1536,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc gasicomitatum
1537,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
1538,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis
1539,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida
1540,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Finegoldia,Finegoldia magna
1541,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Peptoniphilus,Peptoniphilus sp. oral taxon 836
1542,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus salivarius
1543,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,Xanthobacter autotrophicus
1544,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii
1545,Viruses,NA,NA,NA,Caudovirales,Siphoviridae,NA,Streptococcus phage Sfi11
1546,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
1547,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
1548,Archaea,NA,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halalkalicoccus,Halalkalicoccus jeotgali
1549,Viruses,NA,NA,NA,Caudovirales,Siphoviridae,NA,Lactococcus phage 936 sensu lato
1550,Bacteria,NA,Cyanobacteria,NA,Chroococcales,NA,Synechococcus,Synechococcus sp. WH 8102
1551,Viruses,NA,NA,NA,Caudovirales,Siphoviridae,NA,Streptococcus phage O1205
1552,Bacteria,NA,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera,Thauera sp. MZ1T
1553,Bacteria,NA,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
1554,Bacteria,NA,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
1555,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium accolens
1556,Bacteria,NA,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis
1557,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici
1558,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella marshii
1559,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
1560,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Peptoniphilus,Peptoniphilus duerdenii
1561,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis
1562,Bacteria,NA,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,Selenomonas sp. oral taxon 149
1563,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,NA,[Eubacterium] yurii
1564,Bacteria,NA,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter coli
1565,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis
1566,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes
1567,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equinus
1568,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. oral taxon 071
1569,Bacteria,NA,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium dentium
1570,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus mulieris
1571,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas tunicata
1572,Bacteria,NA,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris
1573,Bacteria,NA,Proteobacteria,Deltaproteobacteria,NA,NA,NA,delta proteobacterium NaphS2
1574,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica
1575,Bacteria,NA,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris
1576,Viruses,NA,NA,NA,Caudovirales,Siphoviridae,NA,Streptococcus phage DT1
1577,Bacteria,NA,Cyanobacteria,NA,Chroococcales,NA,Synechococcus,Synechococcus sp. PCC 7335
1578,Bacteria,NA,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,Sulfurimonas gotlandica
1579,Bacteria,NA,Cyanobacteria,NA,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus
1580,Bacteria,NA,Cyanobacteria,NA,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus
1581,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,Capnodium,Capnodium salicinum
1582,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. ANA-3
1583,Bacteria,NA,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desulfococcus oleovorans
1584,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica
1585,Eukaryota,NA,NA,NA,Kinetoplastida,Trypanosomatidae,Trypanosoma,Trypanosoma brucei
